title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Grasshopper,movie,"Action, Crime, Drama",2015,tt3846972,5.5,391,
"Ressha Sentai ToQger vs. Kyoryuger: The Movie",movie,Action,2015,tt4152148,6.9,57,
"Mumbai Pune Mumbai",movie,"Drama, Romance",2010,tt1822266,8,2177,
"The Flame of Devotion",movie,"Drama, Romance",1964,tt2645472,7.3,89,
"Documentary of AKB48: The Time Has Come",movie,"Documentary, Music",2014,tt3841490,7.4,54,
"The Royal Tailor",movie,Drama,2014,tt4024104,7,1338,
Spotlight,movie,"Biography, Crime, Drama",2015,tt1895587,8.1,521039,
"Go See the Fall",movie,"Comedy, Drama",2014,tt3172112,6.5,187,
"100 Yen Love",movie,"Comedy, Drama",2014,tt4080598,7.1,2984,
"Piece of Cake",movie,"Drama, Romance",2015,tt4061360,6,183,
"Akumu Chan the Movie",movie,Mystery,2014,tt3062042,4.7,94,
"One Step on a Mine, It's All Over",movie,"Drama, War",1999,tt0228460,6.1,128,
"Pretty Cure All Stars: Spring Carnival",movie,"Animation, Comedy, Music, Fantasy, Action, Adventure, Family",2015,,,,
"Backstreet Boys: Show 'Em What You're Made Of",movie,Documentary,2015,tt2712154,7.5,1652,
"Good Manners",movie,"Fantasy, Horror",2017,tt5480782,6.7,4491,
"The Boy and the Beast",movie,"Action, Adventure, Animation",2015,tt4272866,7.6,28612,
"The Battle of Port Arthur",movie,"Drama, History, War",1980,tt0080316,6.6,377,
"Spider-Man: Homecoming",movie,"Action, Adventure, Sci-Fi",2017,tt2250912,7.4,761720,
"The Adventures of Kosuke Kindaichi",movie,"Comedy, Crime, Mystery",1979,tt0079404,5.9,159,
Foujita,movie,"Biography, Drama",2015,tt4073044,6.1,104,
"Sailor Moon Super S: Ami's First Love",movie,"Adventure, Animation, Fantasy",1995,tt0112349,7.8,653,
"Detective Conan: Sunflowers of Inferno",movie,"Action, Adventure, Animation",2015,tt3737650,6.2,2104,
"Haruko's Paranormal Laboratory",movie,Comedy,2015,tt4343040,5.7,104,
"Twilight: Saya in Sasara",movie,Drama,2014,tt3684490,5.7,205,
Non-Ko,movie,Comedy,2008,tt1239408,6.2,103,
"Half a Confession",movie,"Drama, Mystery",2004,tt0442256,6.3,153,
"A Blue Automobile",movie,Drama,2004,tt0466359,6.1,199,
"Ultraman Tiga & Ultraman Dyna & Ultraman Gaia: Battle in Hyperspace",movie,"Action, Adventure, Sci-Fi",1999,tt0184973,6.7,223,
"Yokohama BJ Blues",movie,"Crime, Drama, Mystery",1981,tt0083351,6.8,197,
"Rakka suru yugata",movie,Drama,1998,tt0163172,6,57,
"Listen to My Heart",movie,"Drama, Romance",2009,tt1487109,6.4,68,
Ultraman,movie,"Action, Fantasy, Sci-Fi",1979,tt0204715,7,83,
"Otoko wa tsurai yo: Boku no ojisan",movie,Comedy,1989,tt0100311,6.8,87,
"Joker Game",movie,"Action, Thriller",2015,tt3446906,5.3,535,
"Chasuke's Journey",movie,"Action, Comedy, Fantasy",2015,tt3560464,6,311,
"Beijing Watermelon",movie,Drama,1989,tt0099116,7.2,273,
"Saraba itoshiki hito yo",movie,"Action, Crime, Drama",1987,tt0177201,6.1,86,
"Drowning Fish",movie,Thriller,2001,tt0323458,6,82,
"Under the Same Moon",movie,"Crime, Drama",2005,tt0470456,5.5,159,
"Where the Legend Lives",movie,Drama,2008,tt1260940,5.9,27,
"GS Wonderland",movie,"Comedy, Music",2008,tt1339300,6.1,77,
"Kindaichi shonen no jikembo: Shanghai ningyo densetsu",movie,"Comedy, Crime, Horror",1997,tt0298384,6,116,
"Niji o tsukamu otoko",movie,Drama,1996,tt0117182,6.6,48,
"Tora-San Makes Excuses",movie,"Comedy, Drama",1992,tt0105071,6.4,81,
"Lost Crime",movie,Drama,2010,tt1573892,5.3,14,
"Name Me",movie,"Adventure, Drama",2014,tt4058346,6.2,857,
"Kidou Senshi Gundam AGE: Memory of Eden",movie,"Action, Animation, Drama",2013,tt9913686,5.8,31,
"Free and Easy 15: No Tomorrow for Hama-chan?!",movie,Comedy,2004,tt0460040,6,16,
"New Initial D the Movie: Legend 2 - Racer",movie,"Animation, Sport",2015,tt4971484,7.3,407,
Concussion,movie,"Biography, Drama, Sport",2015,tt3322364,7.1,103185,
Gachi-ban,movie,"Action, Drama",2008,tt1263744,5.7,17,
"The Intruders",movie,"Drama, Horror, Mystery",2015,tt3496372,4.5,3888,
"The Diabolical",movie,"Horror, Sci-Fi",2015,tt3603808,4.7,5909,
"One and Two",movie,"Drama, Fantasy, Thriller",2015,tt3975510,5.2,2506,
Sneakerheadz,movie,Documentary,2015,tt3240784,6.4,763,
Mother,movie,Horror,2014,tt3400912,4,28,
Sleepless,movie,"Action, Thriller",2017,tt2072233,5.6,35821,
"John Wick: Chapter 2",movie,"Action, Crime, Thriller",2017,tt4425200,7.4,545609,
"Jason Bourne",movie,"Action, Thriller",2016,tt4196776,6.6,250995,
"Lost Flower: Eo Woo-dong",movie,Drama,2015,tt4922946,5.3,135,
"Hacksaw Ridge",movie,"Biography, Drama, History",2016,tt2119532,8.1,641811,
"The Lego Batman Movie",movie,"Action, Adventure, Animation",2017,tt4116284,7.3,183442,
"Despicable Me 3",movie,"Adventure, Animation, Comedy",2017,tt3469046,6.3,170592,
"Hardcore Henry",movie,"Action, Adventure, Sci-Fi",2015,tt3072482,6.7,106001,
"The Infiltrator",movie,"Biography, Crime, Drama",2016,tt1355631,7,83118,
"American Pastoral",movie,"Crime, Drama, Mystery",2016,tt0376479,6.1,18994,
"The Tragedy of 'W'",movie,"Crime, Drama, Mystery",1984,tt0135043,7.1,306,
"Bang Gang: A Modern Love Story",movie,"Drama, Romance",2015,tt3838728,5.5,3561,
Waruboro,movie,Comedy,2007,tt1096965,5.5,124,
"Thomas & Friends: The Adventure Begins",movie,"Adventure, Animation, Comedy",2015,tt4327382,7.8,390,
"O-Roshiya-koku suimu-tan",movie,"Biography, Drama, History",1992,tt0133049,7,142,
"Shodô Girls!!",movie,Drama,2010,tt1571242,7.3,87,
"Good Bye, My Secret Friend",movie,"Comedy, Drama",2009,tt1427236,6.1,44,
Hameln,movie,Drama,2013,tt2139963,6.8,27,
"Main Theme",movie,"Comedy, Drama, Romance",1984,tt0189709,5.7,113,
"Penguins in the sky - Asahiyama zoo",movie,Drama,2008,tt1313094,6.2,61,
"Black Dawn",movie,Drama,2012,tt2097267,6,75,
"The Secret Life of Pets",movie,"Adventure, Animation, Comedy",2016,tt2709768,6.5,228444,
Nerve,movie,"Adventure, Crime, Drama",2016,tt3531824,6.5,144501,
"The Gift",movie,"Drama, Mystery, Thriller",2015,tt4178092,7,180333,
"Approaching the Unknown",movie,"Drama, Sci-Fi, Thriller",2016,tt2674430,4.9,9256,
Flare,movie,Drama,2014,tt3651506,5.9,16,
"Detective K: Secret of the Lost Island",movie,"Action, Adventure, Comedy",2015,tt4505170,6.2,727,
"L2: Empuraan",movie,"Action, Crime, Thriller",2025,tt10505918,6.2,12235,
"The Doorman",movie,"Action, Drama, Thriller",2020,tt6222118,4.7,8797,
"Alienoid: The Return to the Future",movie,"Action, Fantasy, Sci-Fi",2024,tt20201212,6.5,2753,
"The Killing Game",movie,"Action, Crime, Thriller",1978,tt0296180,6.2,218,
Shaso,movie,"Drama, Thriller",1989,tt0202584,6.3,30,
"Little Love Song",movie,"Drama, Music, Romance",2019,tt10206614,6.2,207,
"CM Time",movie,Comedy,2012,tt2466120,,,
2.0,movie,"Action, Fantasy, Sci-Fi",2018,tt5080556,6,29252,
"The Benefactor",movie,Drama,2015,tt3165630,5.2,5516,
Eiffel,movie,"Biography, Drama, History",2021,tt10366514,6.2,8492,
Blink,movie,Documentary,2024,tt29259074,7.2,725,
"Stage-struck Tora-san",movie,Comedy,1978,tt0078045,6.1,93,
"Orphan: First Kill",movie,"Crime, Drama, Horror",2022,tt11851548,5.9,51462,
Ghoul,movie,"Horror, Thriller",2015,tt3101132,4.6,2477,
"Tora-san's Tropical Fever",movie,"Comedy, Drama, Romance",1980,tt0081288,6.9,117,
"Mahadev Ka Gorakhpur",movie,"Action, Thriller",2024,tt23864668,7.5,402,
"Noh Mask Murders",movie,"Drama, Mystery",1991,tt0103063,5.6,75,
"Force of Nature: The Dry 2",movie,"Crime, Mystery, Thriller",2024,tt20256448,5.8,7505,
"Landmine Goes Click",movie,"Action, Crime, Drama",2015,tt2186848,5.8,7017,
Classified,movie,"Action, Mystery, Thriller",2024,tt27714840,3.7,2831,
"Oh Brother, Oh Sister!",movie,Comedy,2014,tt3501410,6.3,93,
"Susie Searches",movie,"Comedy, Drama, Mystery",2022,tt13733780,5.9,1184,
A.R.M,movie,"Action, Adventure, Comedy",2024,tt11531182,7.3,8942,
"Nakinureta haru no onna yo",movie,"Drama, Romance",1933,tt1570639,6.9,73,
"Being Good",movie,"Comedy, Drama, Family",2015,tt3818826,7.2,267,
"Finding the Adolescence",movie,"Comedy, Drama",2014,tt3949648,5.8,86,
"She Taught Love",movie,"Drama, Romance",2024,tt7983904,5.3,426,
"Ginpei-cho cinema blues",movie,Drama,2022,tt31407003,6.1,16,
"Let's Go Karaoke!",movie,"Comedy, Music",2023,tt27957457,7.1,613,
"Attack on Titan: The Wings of Freedom",movie,"Action, Animation, Fantasy",2015,tt3646946,7.9,4149,
"Amusement Park",movie,Drama,2024,tt32896944,5.5,27,
"Child Star",movie,Documentary,2024,tt27156546,6.5,1340,
Phantom,movie,"Action, Crime, History",2023,tt25503544,6.2,932,
"The Roundup: Punishment",movie,"Action, Crime, Thriller",2024,tt27811040,6.6,5709,
Hunt,movie,"Action, Drama, Mystery",2022,tt6931658,6.7,6581,
"Mission Possible",movie,"Action, Comedy, Crime",2021,tt14140954,6.5,2087,
Confession,movie,"Crime, Drama, Mystery",2022,tt13182834,6.6,1228,
Alienoid,movie,"Action, Adventure, Fantasy",2022,tt20168564,6.3,7007,
"Girl in the Bunker",movie,Drama,2018,tt7944094,5.8,1451,
"Extra Ordinary Man",movie,"Action, Comedy, Crime",2023,tt23846664,6,2304,
Mirai,movie,"Adventure, Animation, Drama",2018,tt6900448,7,19140,
"La Chimera",movie,"Adventure, Comedy, Drama",2023,tt14561712,7.3,18308,
"Bullet Train",movie,"Action, Comedy, Thriller",2022,tt12593682,7.3,497384,
Oddity,movie,"Horror, Thriller",2024,tt26470109,6.7,46468,
"Take Cover",movie,"Action, Thriller",2024,tt28129054,5.1,2843,
"Fantastic Beasts: The Secrets of Dumbledore",movie,"Adventure, Fantasy",2022,tt4123432,6.2,184851,
"Gatchaman The Movie",movie,"Action, Adventure, Animation",1978,tt0415906,6.4,101,
"Kill Zone 2",movie,"Action, Adventure, Crime",2015,tt3197766,6.7,7543,
Amy,movie,"Biography, Documentary, Music",2015,tt2870648,7.8,57079,
"The Public",movie,Drama,2018,tt3294746,6.7,4730,
"Kamen Rider Gaim: Gaiden - Zangetsu And Baron",movie,"Science Fiction, Action, Adventure",2015,,,,
"Sherlock Hound: The Adventure of the Blue Carbuncle / Treasure Under the Sea",movie,"Animation, Mystery, Adventure, Comedy, TV Movie",1984,,,,
"I Am Wrath",movie,"Action, Thriller",2016,tt3212232,5.4,16843,
"A Star Is Born",movie,"Drama, Music, Romance",2018,tt1517451,7.6,437348,
Rendez-Vous,movie,"Drama, Romance",2015,tt3755362,5.6,2480,
"Moonlight Jellyfish",movie,"Action, Adventure, Drama",2004,tt0494767,7.5,71,
"Deadman Inferno",movie,"Action, Horror",2015,tt4146350,5.4,211,
"Comedy Central Roast of Justin Bieber",movie,Comedy,2015,tt4504452,7.3,4035,
"Beyond the Boundary: I'll Be Here - Future",movie,"Action, Animation, Comedy",2015,tt4539114,7.3,1177,
"The Take",movie,"Action, Adventure, Crime",2016,tt2368619,6.3,53264,
"Forget Me Not",movie,"Drama, Romance",2015,tt4192636,6.7,727,
Survivor,movie,"Action, Crime, Thriller",2015,tt3247714,5.6,36689,
"Ghost in the Shell: The New Movie",movie,"Action, Animation, Sci-Fi",2015,tt4337072,6.6,4271,
Lion,movie,"Biography, Drama",2016,tt3741834,8,260417,
"Panzer World Galient",movie,"Action, Animation, Fantasy",1984,tt1945851,7.8,32,
"Slapstick Brothers",movie,"Comedy, Drama",2011,tt1591638,6,69,
"My Little Pony: The Movie",movie,"Adventure, Animation, Comedy",2017,tt4131800,6.1,8567,
Suspicion,movie,"Crime, Drama, Mystery",1982,tt0315900,7.1,232,
"That's It",movie,"Crime, Drama",2015,tt4576246,6.1,146,
"Solomon's Perjury",movie,Thriller,2015,tt3421614,6.6,624,
"Solomon's Perjury 2",movie,Thriller,2015,tt3923082,6.4,499,
Uncharted,movie,"Action, Adventure",2022,tt1464335,6.3,284606,
Venom,movie,"Action, Adventure, Sci-Fi",2018,tt1270797,6.6,581240,
"Blade Runner 2049",movie,"Action, Drama, Mystery",2017,tt1856101,8,718226,
"Transformers: The Last Knight",movie,"Action, Adventure, Comedy",2017,tt3371366,5.2,178876,
Spirit,movie,,2004,,,,
"Ultraman Zearth",movie,"Action, Sci-Fi",1996,tt0183933,6,140,
"Ultraman Zearth 2",movie,"Action, Sci-Fi",1997,tt0183934,6.8,95,
"Army of One",movie,"Biography, Comedy, Crime",2016,tt4382824,5.2,9467,
"Maze Runner: The Death Cure",movie,"Action, Adventure, Sci-Fi",2018,tt4500922,6.3,179129,
"Bôryoku kyôshitsu",movie,Crime,1976,tt0186676,6,58,
Frankenstein,movie,"Horror, Sci-Fi, Thriller",2015,tt4086032,5.1,3167,
"The Fate of the Furious",movie,"Action, Crime, Thriller",2017,tt4630562,6.6,265449,
Mulan,movie,"Action, Adventure, Drama",2020,tt4566758,5.8,164636,
Elle,movie,"Action, Crime, Drama",2016,tt3716530,7.1,73206,
"Nowhere Girl",movie,"Action, Thriller",2015,tt4654606,5.3,183,
Dulaara,movie,"Crime, Mystery, Thriller",1994,tt0121232,5.2,352,
"Kono yo de ore/boku dake",movie,Comedy,2013,tt2763774,3.1,50,
"Winter's Flower",movie,"Crime, Drama",1978,tt0499480,6.7,182,
"The Firefly",movie,Drama,2001,tt0327730,6.2,113,
"Fancy Dance",movie,"Comedy, Drama",1989,tt0097330,6.8,331,
Asleep,movie,Drama,2015,tt4216808,5.6,84,
"Slam Dunk: Zenkoku Seiha da! Sakuragi Hanamichi",movie,"Animation, Comedy, Drama",1994,tt4086028,7.7,656,
"Slam Dunk: Shôhoku Saidai no Kiki! Moero Sakuragi Hanamichi",movie,"Animation, Drama, Short",1995,tt4086034,7.2,322,
"Slam Dunk: Hoero Basketman Tamashii! Hanamichi to Rukawa no Atsuki Natsu",movie,"Animation, Drama, Short",1995,tt4086038,7.2,286,
"A Farewell to Jinu",movie,Comedy,2015,tt3721048,5.7,99,
"Pieta in the Toilet",movie,Drama,2015,tt4197480,6.5,316,
"Age of Kill",movie,Action,2015,tt3220528,3.8,915,
"Please Stand By",movie,"Comedy, Drama",2017,tt4652650,6.7,16356,
"Shuchû nikki",movie,"Documentary, Drama",2015,tt4396072,,,
"Fantastic Beasts: The Crimes of Grindelwald",movie,"Adventure, Family, Fantasy",2018,tt4123430,6.5,322545,
"Zombieland: Double Tap",movie,"Action, Comedy, Horror",2019,tt1560220,6.7,216773,
"The Layover",movie,"Comedy, Romance",2017,tt4565520,4.8,17665,
Solace,movie,"Crime, Drama, Mystery",2015,tt1291570,6.4,72343,
"Broken Soldier",movie,"Drama, Thriller",2022,tt3412884,3.5,449,
"The Road Less Travelled",movie,Drama,2013,tt2787556,5.5,29,
"The Mourner",movie,Drama,2015,tt3670782,5.8,43,
"Valerian and the City of a Thousand Planets",movie,"Action, Adventure, Fantasy",2017,tt2239822,6.4,204787,
Colossal,movie,"Comedy, Drama, Fantasy",2016,tt4680182,6.2,71900,
"The Exception",movie,"Drama, History, Romance",2016,tt4721124,6.8,16295,
"Brain on Fire",movie,"Biography, Drama",2016,tt3704700,6.6,25577,
"Gray Sunset",movie,Drama,1985,tt0202892,6.5,40,
"Talk of the Town Tora-san",movie,Comedy,1978,tt0078046,6.4,98,
"The Sex Machine",movie,"Comedy, Sci-Fi",1975,tt0072819,5.9,272,
"USS Indianapolis: Men of Courage",movie,"Action, Drama, History",2016,tt2032572,5.3,15005,
"Atomic Blonde",movie,"Action, Thriller",2017,tt2406566,6.7,214874,
"Ichigo no kakera",movie,Drama,2005,tt0468765,7.1,56,
"Neko Samurai: A Tropical Adventure",movie,"Comedy, History",2015,tt4747354,6,89,
"20th Century Women",movie,"Comedy, Drama",2016,tt4385888,7.3,51294,
"Jack Reacher: Never Go Back",movie,"Action, Thriller",2016,tt3393786,6.2,186539,
"The Wild Trucker",movie,Action,1975,tt0360085,5.4,77,
"Kamen Rider Movie War Full Throttle: Kamen Rider vs. Kamen Rider Drive & Gaim",movie,"Action, Adventure, Fantasy",2014,tt4202514,7.1,84,
"The Most Dangerous Game",movie,"Action, Crime",1978,tt0194182,6.5,324,
"The Execution Game",movie,"Action, Crime, Drama",1979,tt0296203,6.5,199,
"Saigo no inochi",movie,"Drama, Mystery, Thriller",2014,tt3947140,6.2,13,
"Mask the Kekkou: Reborn",movie,Action,2012,tt2172910,5.5,90,
"Minority Opinion",movie,Drama,2015,tt4800070,6.4,234,
"Initiation Love",movie,Romance,2015,tt4119590,7,1203,
Sukimasuki,movie,"Comedy, Romance",2015,tt4150414,5.9,52,
"Once Upon a Time in Venice",movie,"Adventure, Comedy, Crime",2017,tt4694544,5.3,21593,
"All I See Is You",movie,"Drama, Mystery",2016,tt4486986,5.4,14070,
"The Shack",movie,"Drama, Fantasy",2017,tt2872518,6.3,41360,
"The Meg",movie,"Action, Horror, Sci-Fi",2018,tt4779682,5.7,219540,
It,movie,Horror,2017,tt1396484,7.3,647943,
"10 Cent Pistol",movie,"Crime, Thriller",2014,tt2134170,4.6,592,
"Paddington 2",movie,"Adventure, Comedy, Family",2017,tt4468740,7.8,107010,
"The Oath",movie,"Crime, Drama, Thriller",2016,tt4433890,6.4,2561,
"Underworld: Blood Wars",movie,"Action, Crime, Drama",2016,tt3717252,5.8,83993,
"The Charnel House",movie,"Horror, Mystery, Thriller",2016,tt4633662,4.3,1420,
"Haikyuu!! The Movie 1: The End and the Beginning",movie,"Animation, Comedy, Drama",2015,tt5443130,6.9,584,
"Haikyuu!! The Movie 2: The Winner and the Loser",movie,"Animation, Comedy, Drama",2015,tt5445056,7,363,
"Island of the Evil Spirits",movie,"Drama, Horror, Mystery",1981,tt0081995,5.8,113,
Beyond,movie,"Sci-Fi, Short",2013,tt3129370,6.1,106,
"Woman at War",movie,"Adventure, Comedy, Drama",2018,tt7279188,7.4,11695,
"Department Q: A Conspiracy of Faith",movie,"Crime, Drama, Mystery",2016,tt4088268,7,23842,
"War Pigs",movie,"Action, Drama, War",2015,tt3779300,4.3,3776,
"Undisputed 4: Boyka",movie,"Action, Drama, Sport",2016,tt3344680,6.9,33338,
"Tigers Are Not Afraid",movie,"Fantasy, Horror, Mystery",2017,tt4823434,6.9,9770,
"Thomas & Friends: Sodor's Legend of the Lost Treasure",movie,"Adventure, Animation, Comedy",2015,tt3655680,6.4,598,
"Dog of Fortune",movie,"Crime, Drama",1979,tt0324674,6.9,94,
"Doraemon: Nobita no Uchû Eiyûki",movie,"Action, Adventure, Animation",2015,tt4788602,6.6,1057,
"Everyone Is Psychic!: The Movie",movie,"Comedy, Drama, Mystery",2015,tt4473370,5.4,1154,
"Ninja the Monster",movie,"Action, Adventure, Drama",2015,tt4844130,5.1,462,
"Jurassic World: Fallen Kingdom",movie,"Action, Adventure, Sci-Fi",2018,tt4881806,6.1,362383,
"Jay Pharoah: Can I Be Me?",movie,Comedy,2015,tt4888576,5.9,167,
"Where to Invade Next",movie,"Comedy, Documentary",2015,tt4897822,7.5,26195,
"Time and Tide",movie,"Comedy, Drama, Romance",1983,tt0236345,6.5,50,
Zappa,movie,"Biography, Documentary, History",2020,tt4881578,7.5,3866,
"Mission: Impossible - Fallout",movie,"Action, Adventure, Thriller",2018,tt4912910,7.7,403788,
"Homme Less",movie,"Biography, Documentary",2014,tt4164462,7.2,465,
"Ari no mama de itai",movie,Documentary,2015,tt5443152,,,
"The Man Who Knew Infinity",movie,"Biography, Drama",2015,tt0787524,7.2,64861,
"American Beach House",movie,Comedy,2015,tt3111486,2.6,1441,
"Samurai Gangsters",movie,Comedy,2008,tt1176935,4.6,28,
"The Scarlet Camellia",movie,"Crime, Drama",1964,tt0203532,6.5,59,
"The Sacrifice Dilemma",movie,"Drama, Mystery, Thriller",2013,tt2889738,5.3,27,
Pet,movie,"Crime, Horror, Thriller",2016,tt1183374,5.7,19779,
"Getaway of Love",movie,Drama,2015,tt4115786,4.3,272,
"Ressha Sentai ToQger Returns: Super ToQ 7gou of Dreams",movie,Action,2015,tt4529848,7.2,47,
Gassô,movie,Drama,2015,tt4268966,5.8,42,
"Dear Deer",movie,"Comedy, Family",2015,tt4370540,5.9,32,
"Hi no ataru sakamichi",movie,"Drama, Romance",1958,tt0269324,7.3,71,
"Joker Game",movie,"Horror, Mystery",2012,tt2524638,4.7,44,
"The Joker Game: Escape",movie,Thriller,2013,tt3063970,5.8,19,
"The Promise",movie,"Action, Adventure, Drama",2016,tt4776998,6.1,179735,
"The People Vs. Fritz Bauer",movie,"Biography, Drama, Thriller",2015,tt4193400,7.1,6287,
Siren,movie,"Horror, Mystery, Thriller",2016,tt4667854,5.3,8018,
"Super Hero Taisen GP: Kamen Rider 3",movie,Action,2015,tt4282466,6.1,114,
"The Witness",movie,"Biography, Crime, Documentary",2015,tt3568002,7,4677,
AWOL,movie,"Drama, Romance",2016,tt4462372,5.6,1594,
Judas,movie,Drama,2013,tt2105067,5.3,14,
"Toire no Hanako-san: Shin Gekijôban",movie,Horror,2013,tt2979552,7.1,41,
Cabaret,movie,"Crime, Drama, Music",1986,tt0368629,5.1,82,
"Digimon Adventure tri. Part 1: Reunion",movie,"Action, Adventure, Animation",2015,tt4307880,7.2,2059,
"Heart Attack",movie,"Comedy, Drama, Romance",2015,tt4964598,7.7,3134,
"The Assistant",movie,"Drama, Thriller",2015,tt4205320,5.6,251,
"Taj Mahal",movie,Thriller,2015,tt4213764,5.4,828,
"Shimajiro and Fufu's Great Adventure: Save the Seven-Colored Flower!",movie,"Animation, Family",2013,tt2506390,7,12,
"Yo-kai Watch Movie: It's the Secret of Birth, Meow!",movie,"Action, Animation, Comedy",2014,tt4168022,5.7,343,
"Tora-san, the Matchmaker",movie,"Comedy, Romance",1979,tt0079684,6.3,100,
Camino,movie,"Action, Adventure, Thriller",2015,tt4991652,4.9,1160,
"The Big Bee",movie,Thriller,2015,tt3786530,5.7,157,
"Onna no ko kirai",movie,Comedy,2015,tt4279678,6.1,43,
Chokolietta,movie,Drama,2014,tt3257520,5.6,67,
"Jinrou gêmu: Bîsuto saido",movie,"Horror, Thriller",2014,tt3924894,6,156,
Dominion,movie,"Action, Sci-Fi, Thriller",2015,tt2638048,3.5,605,
Agnes,movie,"Drama, Romance",2016,tt4179950,5.5,230,
"Natsukashii furaibo",movie,Comedy,1966,tt0361855,6.4,18,
"Aoi sanmyaku",movie,"Drama, Romance",1963,tt0439119,6.3,23,
"Sore Ike! Anpanman: Niji no Pyramid",movie,"Adventure, Animation, Family",1997,tt20834260,3,6,
"School Mystery",movie,Horror,1995,tt0114688,5.7,154,
"First Growth",movie,Drama,2015,tt4796568,5.8,467,
"Soreike! Anpanman: Dadandan to futago no hoshi",movie,"Adventure, Animation, Family",2009,tt1461279,,,
"Soreike! Anpanman: Kyôryû nosshî no daibôken",movie,"Adventure, Animation, Family",1993,tt1189082,3.9,16,
"Soreike! Anpanman: Brakkunôzu to mahou no uta",movie,"Adventure, Animation, Family",2010,tt1685648,5.6,21,
"Anpanman: Star-Spirited Dollie",movie,Animation,2006,tt15685194,,,
"The Snow Queen 3: Fire and Ice",movie,"Adventure, Animation, Comedy",2016,tt4685554,6,2446,
"Lowlife Love",movie,"Drama, Romance",2015,tt4771704,6.4,508,
